geoid,county,municipality,lat,lon,median_income,pct_housing_pre_1950,poverty_rate,children_under_6_rate,lead_90p_ppb,ph_mean,hardness_mg_l,chlorine_residual_mg_l,distance_to_tri_km,winter_freeze_thaw_days,median_housing_year,alkalinity_mg_l,pws_action_level_exceedance_5y,pws_any_sample_gt15_3y,q1_lead_ppb,q2_lead_ppb,q3_lead_ppb,q4_lead_ppb,q5_lead_ppb,q6_lead_ppb,q7_lead_ppb,q8_lead_ppb,risk_label
340010004003,Atlantic,Atlantic Area 400,39.448,-74.69200000000001,32000.0,0.6788079470198676,0.12,0.0,18.662973851526147,6.831325724796686,130.65518061025705,1.5198959955125866,3.020925847199007,31.788627874148457,1938.0,27.610807691577016,1,1,18.99047485127827,18.648783171196044,19.775015148961348,16.19361785078913,21.01928234611928,19.430537006790747,19.71032839996237,19.537095174357397,1
340010005001,Atlantic,Atlantic Area 500,39.442,-74.70800000000001,57803.0,0.7127659574468085,0.12,0.0856164383561643,18.354807280570093,6.428162791353733,131.77958615085396,1.6703154904914201,4.35517844571172,29.206180596533205,1938.0,32.33675842454336,1,1,18.74804753956317,19.229332229241574,19.75426791874627,18.9681429853183,20.521721437468273,18.859158904972126,18.163339583943376,18.38570988883114,1
340010005002,Atlantic,Atlantic Area 500,39.45,-74.7,41976.0,0.8014941302027748,0.12,0.0692520775623268,17.51493801243368,6.636390045791057,117.4247209143151,1.6612742319877682,5.357919174637322,25.441692343780883,1938.0,41.04512778796149,0,1,17.55813392620123,18.55115258958558,18.402168783753368,18.350154862875822,16.786539870815528,17.23179130482439,17.04710596715773,20.21313910156141,1
340010011001,Atlantic,Atlantic Area 100,39.402,-74.70790000000001,103261.0,0.3080110497237569,0.12,0.0449346405228758,12.915277554962366,7.259981010592625,136.32190433029552,1.6821348074236357,5.147114905366022,32.336441420046384,1976.0,52.551286187402006,0,1,14.750647598231895,13.17425797590967,12.963147532443678,12.222605981269016,14.593702568024645,13.695525551283357,12.756819148586954,13.124987875126134,1
340010011002,Atlantic,Atlantic Area 100,39.410000000000004,-74.6999,103261.0,0.3146997929606625,0.12,0.0,14.77979582954839,7.279282021084103,125.56379183451675,1.653208821041968,6.20313033503345,32.56433836788891,1963.0,62.78890045444603,0,0,12.691359589905352,14.436012618707059,13.507768078633866,13.834421891028912,14.87692571316855,16.184006460024218,13.279762666153788,14.38806964380829,0
340010012001,Atlantic,Atlantic Area 200,39.412000000000006,-74.70790000000001,103261.0,0.3800904977375565,0.12,0.0667957405614714,11.568819257163378,7.547672701448074,103.85885671239362,1.655851447965588,3.681779724507253,35.34126848072761,1953.0,54.81310653594124,0,0,10.899607382753677,10.243583565733752,11.065320397400972,8.526002336777676,12.194581485756219,12.724726094217667,10.610488608289007,12.16853376929773,0
340010012002,Atlantic,Atlantic Area 200,39.42,-74.6999,48214.0,0.2702205882352941,0.12,0.0174216027874564,16.2512163665244,7.42086178813162,137.76693314454315,1.4477544227965933,5.840604686772092,35.09982864881744,1956.0,70.40436897441204,0,0,18.03022873705687,17.641882545992505,17.03301197716405,15.724111398557003,15.808132310483066,17.568964849052414,16.29134345742859,16.017851833808347,0
340010012003,Atlantic,Atlantic Area 200,39.428000000000004,-74.6919,36694.0,0.5741935483870968,0.12,0.0989247311827957,12.383577752753387,7.062241539717265,141.43579423519017,2.0340474127781536,6.661170550679853,39.97346182217188,1938.0,53.34559987920342,0,1,14.244894571419993,12.265798293245346,12.193931996808614,12.648426975875292,14.436826428714516,12.066603911310242,11.0101712919478,14.960903794578481,1
340010013001,Atlantic,Atlantic Area 300,39.422000000000004,-74.70790000000001,50227.0,0.4749163879598662,0.12,0.0,14.630438103511068,7.1238428148778254,145.61346946670167,1.743715445955257,9.012348890021615,29.27187574254986,1953.0,57.661644718157476,0,1,17.14638376644509,15.552095441883496,12.56169721698304,14.568744125269994,16.12763614962697,15.269429664632005,14.596077350660721,15.304936297446611,1
340010013002,Atlantic,Atlantic Area 300,39.43,-74.6999,46402.0,0.2026143790849673,0.12,0.037063953488372,13.335882261644965,7.582614454211716,153.88987602887468,1.6537821093942546,3.7442291204062053,33.16363190124079,1975.0,57.315223208881804,0,0,14.253180210395229,14.89819641900656,12.712912166434931,13.040482810455558,13.633324272580547,12.141793548885978,14.651619014394255,15.916902742947102,0
340010014001,Atlantic,Atlantic Area 400,39.432,-74.70790000000001,14840.0,0.1274685816876122,0.12,0.254724111866969,4.4743317173252,7.307629615134042,137.1224145715331,1.92228003647007,10.493853987795195,29.025555861511382,1978.0,62.986632801374114,0,0,5.584752315934648,4.536746841620187,3.2812630441927864,2.437773250310497,4.577545208170115,3.1326860077505083,4.513711904723352,5.033840912346683,0
340010014002,Atlantic,Atlantic Area 400,39.440000000000005,-74.6999,71458.0,0.7076167076167076,0.12,0.1463675213675213,18.314712482678964,6.904469040977679,134.00766541322247,1.4852113095666217,4.183939915891463,35.640259036874305,1938.0,36.958070619559436,0,1,16.845314175728884,17.102751616720305,18.62548383764759,17.99730335521846,20.125378400254633,20.740951140980023,18.281718912314297,18.877706098334226,1
340010014003,Atlantic,Atlantic Area 400,39.448,-74.6919,24788.0,0.358611825192802,0.12,0.1501779359430605,13.454358563575923,7.011328324558458,140.9385729034608,1.7762584454966284,6.961767716080619,28.356374045528348,1960.0,42.01116619270306,0,1,14.037587052823435,13.605223003665785,14.432022454148452,12.045305216166538,13.548023229078328,14.135557040231847,13.666773790334663,14.052888097786827,1
340010015001,Atlantic,Atlantic Area 500,39.442,-74.70790000000001,19205.0,0.119751166407465,0.12,0.0,10.582994118246088,7.715992718292716,117.1960582398174,1.5627251100956732,7.166780024713116,35.61083107162428,1979.0,75.86460505485073,0,1,11.778511920669985,10.811938011307054,10.853081665523693,11.684618020732671,10.873554934580845,11.833668055284882,8.092798801478073,11.177633009725891,0
340010015002,Atlantic,Atlantic Area 500,39.45,-74.6999,18894.0,0.1944444444444444,0.12,0.0,10.44718711987077,7.4472220096225445,107.77636682626179,1.7063499278485246,4.374394954247399,29.153848796549575,1976.0,66.91643180407902,0,0,10.490476433312097,11.391812868816297,8.84379292925245,10.649240882614,10.600475258198463,11.70175404193068,10.960094069092383,11.479026115354115,1
340010019001,Atlantic,Atlantic Area 900,39.482,-74.70790000000001,47682.0,0.0563139931740614,0.12,0.147396293027361,11.004002060610516,7.344628446601258,122.1158942979469,1.7096678899679083,7.27517663124796,35.74204866347233,1982.0,63.99459529404193,0,0,11.482576110222688,10.774904655177458,10.613273930674627,10.83670185897188,11.146211195599138,11.528973258017928,12.168442786048232,11.855624185551344,0
340010019002,Atlantic,Atlantic Area 900,39.49,-74.6999,28348.0,0.4640883977900552,0.12,0.0,11.43194384760379,7.116633859814791,143.1669301282362,1.2955277336864248,6.90688248990565,37.645861609873016,1953.0,60.06502735249747,1,1,13.367349093118513,11.146698089389146,10.312553431976347,11.01592904334584,13.138999715755029,13.456134591434246,12.86060782349802,10.91180544432446,1
340010023001,Atlantic,Atlantic Area 300,39.422000000000004,-74.7078,41964.0,0.6036745406824147,0.12,0.2241071428571428,12.502810015554921,7.122806793061204,119.90681041378669,1.4312503564858035,4.947788011105965,25.37960828383242,1944.0,38.72272811736134,0,1,14.685240570850183,12.478699523836047,12.381002024839391,10.998319092437463,13.712534516211358,12.908119937489863,12.359434345866047,12.857267468912184,1
340010023002,Atlantic,Atlantic Area 300,39.43,-74.69980000000001,41922.0,0.5807799442896936,0.12,0.0277122641509433,14.708673274299597,6.990193264809305,133.42732705190943,1.8839658810119457,5.644485656028213,26.35122596011549,1938.0,30.022166592190658,0,1,15.564010944143716,15.517763253363963,15.580864297091905,13.350038775101797,15.04934844388582,12.894974819516321,16.71807863629707,14.712285948799217,1
340010024001,Atlantic,Atlantic Area 400,39.432,-74.7078,103261.0,0.5747663551401869,0.12,0.342512908777969,17.35520132109973,6.938554473788321,134.7195676325858,1.6081752039453572,3.7065247886368966,32.71563242198565,1938.0,53.03877110726106,1,1,17.8792627662486,18.74515677772908,17.497926510498427,18.999217327051568,17.156627528421055,18.1056691350304,18.017797218945255,17.123009330962574,1
340010024002,Atlantic,Atlantic Area 400,39.440000000000005,-74.69980000000001,23464.0,0.4206989247311828,0.12,0.0,10.748356178782444,7.045551176781628,130.771181649303,1.946237026910411,7.338353969253744,32.43382020488824,1960.0,41.22216329636234,0,0,12.130170446233087,13.715022682805118,10.82081589512969,9.30354443065951,11.68810738421771,12.336505002233743,12.223925305092969,9.323993915249115,0
340010024003,Atlantic,Atlantic Area 400,39.448,-74.6918,103261.0,0.9366515837104072,0.12,0.0871886120996441,17.508476436360176,6.805638533694377,112.5084117379787,1.842518816400363,5.38718096799999,30.895342317673773,1938.0,28.214429759171026,1,0,17.682105240492188,20.030266672120185,19.282134386823223,17.06648897120303,18.17204834535304,16.51461257971314,17.5428452509774,16.327952620170144,1
340010024004,Atlantic,Atlantic Area 400,39.456,-74.6838,103261.0,0.4305949008498583,0.12,0.0311027332704995,9.854111689166269,7.096383478435483,131.9524689533462,1.6129587811820176,3.689558162489681,30.30295650519935,1954.0,52.68399849057603,1,0,11.582571603779696,10.107124575429692,8.90871731179171,9.503501853231285,11.669664009453802,10.101528741464204,11.840315774939695,9.769460087526282,1
340010025001,Atlantic,Atlantic Area 500,39.442,-74.7078,41625.0,0.2911392405063291,0.12,0.0,11.805605902639185,7.195780098617071,122.78135843502372,1.5997228500111975,3.5539213454754357,28.53520692991192,1985.0,59.97587465664427,1,0,11.808219020702511,11.414904983130748,13.075719403814077,11.34717329137731,11.966622936160855,13.584472432446978,11.652826762644652,11.759954985727553,1
340010025002,Atlantic,Atlantic Area 500,39.45,-74.69980000000001,25521.0,0.0617283950617283,0.12,0.0987996306555863,9.352043350148582,7.214318513186449,148.2743343064675,1.8932624624076773,8.60050724230145,33.424272267058946,1979.0,73.31461585703778,0,0,10.757049406759089,9.066266485583181,9.06403225226302,9.087888956800784,10.784770667338693,10.886326168185342,10.141744503976879,11.212409212568565,0
340010025003,Atlantic,Atlantic Area 500,39.458000000000006,-74.6918,49485.0,0.0,0.12,0.0,15.38544047472205,7.549528115305434,141.48254155522255,1.9614529901361761,6.936874245355584,28.386308631969577,1997.0,73.76681141014011,0,0,15.943785999073649,14.34152985477264,18.184666870207813,16.980998893211286,16.06383485797012,15.798840336913996,15.807277549163867,15.044134896610982,0
340010025004,Atlantic,Atlantic Area 500,39.466,-74.6838,21046.0,0.0929308975377283,0.12,0.0,7.585785385927355,7.418764049334549,123.20448308903073,1.603009766793902,4.888473252026592,33.85239868306201,1991.0,69.61604251591163,0,0,7.484745483451016,8.122501785365628,7.933042115567821,7.282828048941799,8.863059206567117,7.2953091454517365,6.609354291933851,6.227729813597211,1
340010101011,Atlantic,Atlantic Area 101,39.402100000000004,-74.70700000000001,147875.0,0.0684523809523809,0.12,0.0576271186440678,3.6929847489073344,7.411485806462084,149.02883774189564,1.8767247436736318,8.83933460499259,28.940280938425243,1982.0,59.91898574354808,0,0,4.6680868371505655,3.00354138810948,1.7507017904955258,3.7785953290417043,6.439562562992123,4.241927395982711,5.790027934466165,2.5773245976763848,0
340010101012,Atlantic,Atlantic Area 101,39.4101,-74.69900000000001,105714.0,0.0073710073710073,0.12,0.0631163708086785,2.530755884222434,7.567488779232388,131.96453691150234,1.8005027846278774,6.341687609900108,29.691055569916827,1980.0,71.16436614855895,0,0,2.6792328036222,1.7131154139985179,2.1536693888040905,1.7352993463912625,3.2017997449529636,3.35404153236824,2.5542088409919046,2.6982385024480813,0
340010101013,Atlantic,Atlantic Area 101,39.4181,-74.691,140135.0,0.1145038167938931,0.12,0.0107066381156316,3.515215736800035,7.58627220827237,107.78036162269426,1.8263820947229747,11.363101337959645,36.38891476294397,1979.0,52.266439934255644,0,0,5.188921601990427,2.770128637040645,2.1538209807669118,2.8404301926865796,6.865852396438239,4.886442035388009,2.5779515156496267,4.663997307174164,0
340010101014,Atlantic,Atlantic Area 101,39.426100000000005,-74.683,113636.0,0.0,0.12,0.0373134328358208,4.5883431072064775,7.6743130943880935,126.9003366063236,1.661171889141885,12.300975425035896,35.4877337946716,1986.0,81.61710158762264,0,0,4.074591344010121,5.965651613158979,6.971657633415898,4.642413070715757,5.311490756040319,4.985675839376473,4.065263539600165,5.939373684475857,0
340010101021,Atlantic,Atlantic Area 102,39.4022,-74.70700000000001,127000.0,0.0666666666666666,0.12,0.0,6.678550062476951,7.5878790335132855,147.46333513554725,1.545137310264355,9.43798865814105,27.25200248284166,1969.0,55.099481409454214,0,1,7.505694726930896,6.987712528571513,5.929682798704498,7.76266739829742,6.492117847413795,8.943372426818716,7.952323096621916,6.757969596067969,0
340010101022,Atlantic,Atlantic Area 102,39.4102,-74.69900000000001,103261.0,0.0726256983240223,0.12,0.0113636363636363,3.6661324001721978,7.424134100697437,118.00193796621684,1.4878438115523034,12.123487953812011,27.89191891747814,1959.0,63.29820196034031,0,0,3.440838588211771,2.567143382026128,5.076081353229606,4.623522626261786,6.349593572801497,4.47680845008647,5.8465864271067085,6.10237835707427,1
340010101023,Atlantic,Atlantic Area 102,39.418200000000006,-74.691,104423.0,0.2971014492753623,0.12,0.0429447852760736,7.23911917392146,7.168064100927694,127.02112113837123,1.4503600415970261,13.009503994442424,34.63893109470921,1957.0,46.09074521822051,0,0,9.140370530053946,8.608421542047322,8.320631028007503,3.3020882136393723,10.194757690450091,7.406115465169107,6.650851573535906,6.941119480907463,0
340010101041,Atlantic,Atlantic Area 104,39.4024,-74.70700000000001,46250.0,0.1752988047808765,0.12,0.0,2.78055514553704,7.176212887671768,111.52184418683437,1.9326333320827163,7.7449023603485845,25.507774620563502,1976.0,55.91611991227797,0,0,4.146699669717559,4.490893849451945,1.531755508462143,0.47449932853372134,2.710275678668933,2.7251786894636787,3.6702859887378203,1.7258130392283229,0
340010101042,Atlantic,Atlantic Area 104,39.4104,-74.69900000000001,108047.0,0.0592334494773519,0.12,0.005050505050505,5.918198709480699,7.365020266476634,113.42640440157825,1.6476417160650432,9.916289274615494,37.20319005813353,1976.0,66.73962244540763,0,0,6.4489318676817655,5.812477610631925,4.275955475388402,7.741610166683635,6.009924263318844,5.530373242464957,5.76906091691727,5.724161186644527,0
340010101051,Atlantic,Atlantic Area 105,39.4025,-74.70700000000001,75000.0,0.0,0.12,0.0352112676056338,6.9484290781279165,7.537930019027313,117.8291230731526,1.4742836585008834,8.052093663646868,31.785611686598607,1985.0,64.88993521187199,0,0,7.511611913804773,6.486519850935166,8.065695100864911,5.902296252457414,8.808714920202346,8.626810750801065,4.7637793890614635,5.935922928490405,0
340010101052,Atlantic,Atlantic Area 105,39.410500000000006,-74.69900000000001,32313.0,0.0,0.12,0.0101156069364161,8.891801457969866,7.376742775669503,113.11122106250231,1.7963641139085493,9.574895652210508,29.076138397819147,1981.0,78.27397006516497,0,0,11.324641874706778,8.332208694330417,8.545600762032638,8.009301147517782,10.481435742762768,9.225230336514066,10.069460839631192,8.70975704826818,0
340010101053,Atlantic,Atlantic Area 105,39.4185,-74.691,91010.0,0.0,0.12,0.0283286118980169,5.197604561076526,7.553211427823489,120.42071098357056,1.5741691697302345,10.151973485804852,31.574981565086453,1976.0,70.93520812770238,0,0,6.612623678786566,5.889377133090191,5.238921493089556,4.097720076808377,5.266926597850954,2.6094419540658826,4.449506210028063,5.173742746698336,1
340010102001,Atlantic,Atlantic Area 200,39.412000000000006,-74.70700000000001,64678.0,0.4204451772464962,0.12,0.1029202279202279,5.2328816836345915,6.983530263758105,148.6993994140124,1.5483536741452102,9.062213733408063,36.86033788785353,1955.0,47.758024721818416,0,0,4.9815138360856155,6.635602325555328,5.439789160866749,3.3365535726351805,5.208297937016718,5.357848647772516,6.393184763650462,7.267465468947524,0
340010102002,Atlantic,Atlantic Area 200,39.42,-74.69900000000001,71667.0,0.1137724550898203,0.12,0.0367647058823529,7.020896406980232,7.105095035372249,127.40712920801089,1.9562015054883293,10.71643141058281,23.035501115968685,1985.0,63.27290144643518,0,0,8.629071945601627,7.606296905977895,3.8328758048641056,5.710169629112897,8.294447477404232,8.927384335465664,8.027175554186847,6.162248834854825,0
340010102003,Atlantic,Atlantic Area 200,39.428000000000004,-74.691,45156.0,0.1548556430446194,0.12,0.1086614173228346,8.36037026703747,7.5662539275850325,137.26626041094525,1.4463945693369862,8.438827004243162,35.8092195636178,1959.0,72.37366664857346,0,0,8.321349759918814,7.2801296089558845,8.30400999677274,7.303044517473544,9.170897073845907,8.406513497175316,8.27377471814632,10.8524360039438,0
340010102004,Atlantic,Atlantic Area 200,39.436,-74.683,102922.0,0.0,0.12,0.1179807146908678,5.061704301480248,7.439117080926831,140.93882820289704,1.6812571074454499,9.490059913188297,36.62618906198913,1970.0,76.39096706627573,0,0,5.810004377919694,6.632285032021118,6.344687181833557,4.049895359075614,6.656882462305871,4.1313624770108675,5.868709777199211,5.698166774783338,0
340010102005,Atlantic,Atlantic Area 200,39.444,-74.67500000000001,184563.0,0.1875,0.12,0.0209125475285171,4.879364045273034,7.207218269355222,114.53876242153827,1.5573619886714587,10.945846180693906,30.708392544139897,1968.0,52.13483284787671,0,0,3.151304327412033,5.219630901553175,2.965321325658356,3.342122763518354,6.470505677836719,4.908138406756601,6.2154621544762865,7.258280061269433,0
340010103001,Atlantic,Atlantic Area 300,39.422000000000004,-74.70700000000001,83750.0,0.0241935483870967,0.12,0.0,7.071965455102223,7.29466605561148,117.86185105088866,1.533424355750837,5.560870079969809,31.309668364392767,1997.0,62.6586572546251,0,0,8.548397726896322,7.25089369494586,7.991321835233547,7.620467652913735,9.037508942600015,8.271418665483532,5.5941604453966685,8.293665575056865,0
340010103002,Atlantic,Atlantic Area 300,39.43,-74.69900000000001,61346.0,0.3438818565400844,0.12,0.0957095709570957,8.783180235519447,7.326307616887008,137.02982472953036,1.4264217762821096,7.722715057430617,32.28579152397485,1962.0,58.47528057479142,0,0,8.626539328349011,9.657309395040548,8.56456926397773,8.221760367948825,7.495221274684207,9.064678016169813,9.527285713745911,8.430432803819368,0
340010104011,Atlantic,Atlantic Area 401,39.432100000000005,-74.70700000000001,91974.0,0.1467181467181467,0.12,0.0614718614718614,2.8459232697281824,7.684271117583169,120.22860393383746,1.6549375299137048,10.785475177426258,34.71192626077325,1967.0,65.78477052605415,0,0,3.1975493173313314,4.393664458264829,1.615088965592881,2.5484808744292216,5.856550667155885,2.3666015305175914,3.777318395012001,2.7427838422153985,0
340010104012,Atlantic,Atlantic Area 401,39.4401,-74.69900000000001,117535.0,0.0894736842105263,0.12,0.031657355679702,6.712053068747463,7.377332596219824,136.23504605949563,1.514914850402075,10.831779639083974,29.002874760345584,1987.0,56.9590529319678,0,0,5.75961656902005,5.859540622476378,7.113145430392919,6.351510034557462,8.242284912824251,7.901748598981525,6.87469642723736,6.800401164283208,0
340010104013,Atlantic,Atlantic Area 401,39.448100000000004,-74.691,79643.0,0.1488833746898263,0.12,0.0,5.274937937777702,7.364336456581132,147.96786905245176,1.7347066863685014,9.219017609439598,32.007751119332035,1990.0,68.85991097748028,0,0,6.05335819352774,4.199235498382895,5.275995259176076,4.239335701023191,5.758810137503564,7.089566811903699,7.415099584319725,5.133985989927313,0
340010104031,Atlantic,Atlantic Area 403,39.432300000000005,-74.70700000000001,92588.0,0.0,0.12,0.0,6.990628523316204,7.748326367977814,110.37540535107122,1.6389489645989688,8.759263458220268,31.381865160753904,1991.0,61.99300687850884,0,0,7.648135994052505,7.337879269547689,8.509904035372436,5.75302184893284,7.833999394080571,9.144993801812888,7.629534530902245,9.000254982048672,0
340010104032,Atlantic,Atlantic Area 403,39.4403,-74.69900000000001,95800.0,0.0064308681672025,0.12,0.102997045166737,2.5978405320497715,7.166444621186216,123.5567900458783,1.5991061987585082,5.4775159133966245,34.640781784581826,1979.0,79.28051772782823,0,0,1.7760203246686623,2.9580562341332035,2.003696892466613,0.5075736372052906,4.271540498504754,3.368261762464424,5.446976787517661,2.448568223955007,0
340010104033,Atlantic,Atlantic Area 403,39.4483,-74.691,96126.0,0.0512070226773957,0.12,0.0269587194608256,10.82551646601466,7.883847759306747,125.46074352746871,1.5157183263969407,9.989193096563712,42.77108462718614,1998.0,71.20489829754635,0,0,11.441402384685894,12.218084077286006,12.263819648281027,11.161045737706646,12.044043315973278,11.178089059880456,12.842934919314299,9.009832097781278,0
340010105011,Atlantic,Atlantic Area 501,39.4421,-74.70700000000001,46361.0,0.0803212851405622,0.12,0.0,7.475106707070848,7.954546968095796,121.52360258715495,1.8606058942766133,10.383611941291877,29.022301405017085,1985.0,56.69111041893062,0,0,7.763405522129989,9.269737254547584,7.45449052924874,6.852481836777006,8.709096808662729,8.499236095327644,9.899483106339673,7.455537788553838,0
340010105012,Atlantic,Atlantic Area 501,39.450100000000006,-74.69900000000001,129444.0,0.2321428571428571,0.12,0.0247311827956989,7.962474992986201,6.795411065544554,120.54431192001339,1.7563520605561873,10.061162808681614,32.417143888155216,1981.0,55.137386388292704,0,1,9.88881354478083,7.809134372148013,8.45837926274605,8.851233569998847,8.820934949906768,9.89152793095202,9.199953705157524,7.948120264097646,1
340010105013,Atlantic,Atlantic Area 501,39.4581,-74.691,79241.0,0.0554951033732317,0.12,0.0,9.39100107733095,7.467328516349402,121.93455022301968,1.5437986169251128,9.119190636726529,29.20258034252753,2001.0,62.417520742095284,0,0,9.19166733157059,10.152172373367977,9.02394820036217,9.34567824510067,12.186241498938148,11.081019047366023,11.079948644393196,9.359794703841281,0
340010105014,Atlantic,Atlantic Area 501,39.466100000000004,-74.683,105000.0,0.0776959142665773,0.12,0.0244289340101522,5.128788775984702,7.324169066499496,127.65699128845824,1.4421192432441976,13.29205329919166,30.43446221766021,1986.0,67.1357853712224,0,0,6.235678728143924,6.034166825146984,4.091674013121241,6.406998300161542,6.462784372764716,5.596456010831487,5.262886073155557,5.442752548585556,0
340010105031,Atlantic,Atlantic Area 503,39.4423,-74.70700000000001,58079.0,0.0,0.12,0.0,12.28688359075965,7.481045645819053,129.81861761960457,1.3628016221859771,10.729539633881828,27.657570597892356,1984.0,67.48818481590008,0,0,11.24940195150273,13.299357732719477,13.345674792381024,11.4058705225147,14.498804009473035,11.790471979722119,15.019348650167474,12.818898281629375,0
340010105032,Atlantic,Atlantic Area 503,39.450300000000006,-74.69900000000001,72014.0,0.0,0.12,0.0152038700760193,3.7049768078193273,7.450322986076815,139.28093011171578,1.816603009071453,11.706759836041758,25.983477100388413,1987.0,59.95608869294574,0,0,4.372972783099355,2.3216813691920555,3.6742575063863376,2.1750809797468955,7.065951122710569,4.523638841750387,2.9166918169875773,5.6207844709687445,0
340010105033,Atlantic,Atlantic Area 503,39.4583,-74.691,72955.0,0.123469387755102,0.12,0.0476190476190476,14.857217812410182,7.591402840104035,127.53857597427998,1.7823759402546413,7.608154663325225,36.98081370622115,1986.0,52.780212544505105,1,1,15.830558049859151,15.831075643071413,14.514924430184992,16.44346626487512,16.8765224431313,15.394438811328058,17.271269253435054,15.693604576093488,1
340010105034,Atlantic,Atlantic Area 503,39.466300000000004,-74.683,80262.0,0.0,0.12,0.0,9.654483381663098,7.511486018606401,141.2580993676117,1.8029855444302114,9.31776749142661,33.817709613725604,1992.0,73.51218667518289,0,0,10.68264161182523,9.139894768196566,10.769108366496816,10.463200997477138,10.945528003728732,10.70623928148079,9.904958755694839,7.549310850622312,0
